,id,snippet_publishedAt,snippet_title,snippet_description,snippet_thumbnails_default_url,snippet_thumbnails_maxres_url,snippet_position,snippet_resourceId_videoId
1201,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkU5MUY1RjA3NzJCQkIzQTE=,2018-09-10T07:07:46.000Z,The Hope Arsenal - Under Her Spell,"WOGN - A daily wave of indie music

Support the artist
http://facebook.com/thehopearsenal
http://instagram.com/thehopearsenal
http://iTunes.com/thehopearsenal

Picture
© Nour Tlili : https://www.flickr.com/photos/132357464@N07/

Wave Of Good Noise
https://www.facebook.com/waveofgoodnoise

We do not own the rights of the music. If any producer or label has an issue with this song, please get in contact with us and we will delete it immediately.

Lyrics :

Light breaks on the edge of expanse
She will ask, ""What's to lose?""
All hangs in the question at hand
As the winds force me to choose
This fate swept me away
I'm lost deep in its waves
And I fell under its swell

Frames forever and always will lie
And the still does her ill
Her heart and the sound of her cry
Leaves a ghost in my will
This place swept me away
I'm lost deep in its maze
Awe befell what I indwell

She is the breath that is beyond my chest
I can't breathe, this I need
Her sight is the height of my quest
Yet by sight can't be seen
Her face swept me away
I'm lost deep in her gaze
And I fell under her spell",https://i.ytimg.com/vi/dSzzV-uoV6U/default.jpg,https://i.ytimg.com/vi/dSzzV-uoV6U/maxresdefault.jpg,1216,dSzzV-uoV6U
1202,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkFBMTM0NTNFN0VBNDgzMTc=,2018-09-10T06:47:51.000Z,AHI - Ol' Sweet Day | SleepMusic,"Song ""Ol' Sweet Day "" by AHI

How to find SleepMusic ? 🤔
👉🏻 https://www.instagram.com/sleepmusic_channel/
👉🏻 https://twitter.com/SleepMusicYT
👉🏻 https://www.facebook.com/SleepMusicYoutube
👉🏻 https://www.tumblr.com/blog/sleepmusicchannel

📣 Please contact sleepmusicyt@gmail.com if you'd like your music or photo to be featured on our channel 📣

▼ Lyrics ▼
I've got a lot to learn
you've got a lot to give
We can go anywhere
rebuild this broken bridge
You've got a heart of gold
I've got a mind that goes
On and on and on to places we'll never know,
butI just want to be with you when the day is done
When the darkness comes
When the ol' sweet day is done
I just want to be with you in the setting sun
'til the morning comes
When the day is done, whoa-oh
mm-mm-mmmm
When the ol' sweet day is done
If you got it figured it out
then I'm going round and round
But darling I'll lift you up,
'cause I know you won't let me down
I want you to meet me there
by the well where we used to drink
I will draw the water if you quench these thirsty lips, 'cause
I just want to be with you when the day is done
When the darkness comes
When the ol' sweet day is done
I just want to be with you in the setting sun
'til the morning comes
When the day is done,
whoa-oh
mm-mm-mmmm
When the ol' sweet day is done
I've walked a million miles
You've made the perfect home
You and me will be alright
As long as we're not alone, cause
I just want to be with you when the day is done
When the darkness comes
When the ol' sweet day is done
I just want to be with you in the setting sun
'til the morning comes
When the day is done, whoa-oh
mm-mm-mmmm
When the ol' sweet day is done
Whoa-oh, whoa-oh-oh
When the day is done
When the day is done
Whoa-oh, whoa-oh-oh
When the ol' sweet day is done



#SleepMusic #AHI #OlSweetDay",https://i.ytimg.com/vi/akBeMm8yWgg/default.jpg,https://i.ytimg.com/vi/akBeMm8yWgg/maxresdefault.jpg,1217,akBeMm8yWgg
1203,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjgzNTNCMjJCMDU2NUU4RUQ=,2018-09-10T06:32:20.000Z,Jakob Ahlbom - Entrance,"Entrance.
Stream: https://open.spotify.com/album/07asC74E1cRzUvmiSM02LK
🎧 Spotify Playlist: http://bit.ly/AmbientSpotify

💬 Lovers who love truly do not write down their happiness.
-Anatole France

🧡 Jakob Ahlbom
https://soundcloud.com/jakob-ahlbom-231870556
https://open.spotify.com/artist/2VZTNKYLnhbnV3FwGJlp3K?si=mxAHq1LSSHalLGPhdzX3mQ

Suggested track: https://youtu.be/M0Er0rotQYA

📷 Picture by Micah Hallahan
https://unsplash.com/photos/FAn-NWH8Bzw
 
🕊️ Follow AmbientMusicalGenre
https://soundcloud.com/ambientmusicalgenre
https://youtube.com/AmbientMusicalGenre
https://facebook.com/AmbientMusicalGenre
https://ambientmusicalgenre.bandcamp.com
https://vk.com/ambientmusicalgenre
https://twitter.com/AmbiiMG

🖤 Support AMG Records (AmbientMusicalGenre channel)
https://ambientmusicalgenre.bandcamp.com

Submit music: ambientmusicalgenre@gmail.com

❕ All music on AmbientMusicalGenre channel used for promotional reasons.
Any business offers, music and photo submissions, copyright issues: ambientmusicalgenre@gmail.com",https://i.ytimg.com/vi/huL7WYaXlE4/default.jpg,https://i.ytimg.com/vi/huL7WYaXlE4/maxresdefault.jpg,1218,huL7WYaXlE4
1204,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjBEOTM2Q0E0QjEwNkQ3NDI=,2018-09-10T05:33:08.000Z,Hazy - Universe,"Universe 💫
Download: https://hazymusic.bandcamp.com/track/universe
🎧 Spotify Playlist: http://bit.ly/AmbientSpotify

💬 Too low they build, who build beneath the stars.
-Edward Young

🧡 Hazy
https://soundcloud.com/hazy_music
https://hazymusic.bandcamp.com
https://www.youtube.com/channel/UCaoTsijoAZvN-yYEsEvgQjQ

Suggested track: https://youtu.be/OThkxDsfzrg

📷 Picture by Hossam M. Omar
https://unsplash.com/photos/3fLhMiRudWk
 
🕊️ Follow AmbientMusicalGenre
https://soundcloud.com/ambientmusicalgenre
https://youtube.com/AmbientMusicalGenre
https://facebook.com/AmbientMusicalGenre
https://ambientmusicalgenre.bandcamp.com
https://vk.com/ambientmusicalgenre
https://twitter.com/AmbiiMG

🖤 Support AMG Records (AmbientMusicalGenre channel)
https://ambientmusicalgenre.bandcamp.com

Submit music: ambientmusicalgenre@gmail.com

❕ All music on AmbientMusicalGenre channel used for promotional reasons.
Any business offers, music and photo submissions, copyright issues: ambientmusicalgenre@gmail.com",https://i.ytimg.com/vi/8itemiyN2jU/default.jpg,https://i.ytimg.com/vi/8itemiyN2jU/maxresdefault.jpg,1219,8itemiyN2jU
1205,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjhGQ0M1OTk4RDNCRjQ3QTc=,2018-09-08T15:27:39.000Z,Josh Leake - Chapters,"Chapters.
Download: https://joshleakemusic.bandcamp.com/track/chapters
🎧 Spotify Playlist: http://bit.ly/AmbientSpotify

💬 Nature's music is never over, her silences are pauses, not conclusions.
-Mary Webb

🧡 Josh Leake
https://soundcloud.com/joshleake
http://www.joshleakemusic.com
https://joshleakemusic.bandcamp.com
https://www.facebook.com/joshleakemusic
https://www.instagram.com/joshleake

Suggested track: https://youtu.be/VIzAnZ49oMI

📷 Picture by Richard Gaston
https://flic.kr/p/PgPGik
 
🕊️ Follow AmbientMusicalGenre
https://soundcloud.com/ambientmusicalgenre
https://youtube.com/AmbientMusicalGenre
https://facebook.com/AmbientMusicalGenre
https://ambientmusicalgenre.bandcamp.com
https://vk.com/ambientmusicalgenre
https://twitter.com/AmbiiMG

🖤 Support AMG Records (AmbientMusicalGenre channel)
https://ambientmusicalgenre.bandcamp.com

Submit music: ambientmusicalgenre@gmail.com

❕ All music on AmbientMusicalGenre channel used for promotional reasons.
Any business offers, music and photo submissions, copyright issues: ambientmusicalgenre@gmail.com",https://i.ytimg.com/vi/wNzJeAwnLr4/default.jpg,https://i.ytimg.com/vi/wNzJeAwnLr4/maxresdefault.jpg,1220,wNzJeAwnLr4
1206,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkI2Qjc2RjJEMUY2M0Q3MTk=,2018-09-06T05:16:09.000Z,MyKey - Maybe I Was The One,"MyKey - Maybe I Was The One

Some of my favorite songs on Spotify :) 
https://spoti.fi/2LmT7JR

❖ IndieAir
https://www.instagram.com/indieairyt/
Facebook: https://facebook.com/IndieAirYT
Spotify: https://open.spotify.com/user/indieairyt
Soundcloud: https://soundcloud.com/ndieir

For the best in EDM and chill: https://www.youtube.com/wavemusic
.........

❖ MyKey
https://www.instagram.com/mykey.the.artist/
https://www.facebook.com/mykeytheartist/
https://soundcloud.com/mykeytheartist
https://www.youtube.com/channel/UC4DJUrbxtqdEAWBkBi4XPEA
.........

❖ Picture by Dania Trejo:
https://www.flickr.com/photos/73891398@N08/
.........

❖ Lyrics

[Verse 1]
Where, oh, where could my baby be?
There's no one here but me but that could change
Where, oh, where could my baby be?
Maybe I was the one who sent her away
Where, oh, where'd the grass ever go?
I think back to when we're walking in the rain
The feelings from within send the tides rolling in
'Cause maybe I was the one who sent her away

[Chorus]
And I will always be your diver as you will be my girl
And every time I made you smile, I wouldn't trade it for the world
When you tell this great old story, you start crying like a fool
'Cause maybe I was the one and you were too

[Verse 2]
Where, oh, where has our love gone?
The night I first fell deep into your eyes
I could see the stars in the dark and with a heavy heart
She told me I was the one who sent her away

[Chorus]
And I will always be your diver as you will be my girl
And every time I made you smile, I wouldn't trade it for the world
When you tell this great old story, you start crying like a fool
'Cause maybe I was the one and you were too

[Post-Chorus]
Oh, oh, oh, oh
Oh, oh, oh, oh

[Verse 3]
And I can hear you whisper all the words you told me last
And I will keep your promise not to ever look back
Maybe there’s a time and a place to meet again
Maybe I’ll be the one from the water to ascend

[Chorus]
And I will always be your diver as you will be my girl
And every time I made you smile, I wouldn't trade it for the world
When you tell our great old story, you start crying like a fool
'Cause maybe I was the one and you were too

[Post-Chorus]
Oh, oh, oh, oh
Oh, oh, oh, oh
.........

#indieair #mykey",https://i.ytimg.com/vi/HPSWR1a1sSw/default.jpg,https://i.ytimg.com/vi/HPSWR1a1sSw/maxresdefault.jpg,1221,HPSWR1a1sSw
1207,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjMxMDM0NzU0RTM1QkEyRTI=,2018-09-06T03:13:08.000Z,Archie Langley - Crossfire,"♪ Sharing the alternative way of music 

Subscribe here :

http://bit.ly/2rA8T9P

♪ Become a fan of Archie Langley :

https://twitter.com/archielangley3
https://www.facebook.com/ArchieLangleyMusic
https://www.archielangley.co.uk/

♪ Join The Alternative Way :

https://www.facebook.com/The-Alternat...
https://soundcloud.com/sleissen1
https://open.spotify.com/user/hg3bhqo349f4vf7zfk46g5eno?si=R74io42MQrS2bkcnhG6yQQ

♪ Picture by Lonely Planet :

https://unsplash.com/@lonely_planet

If any producer or label has an issue with any of the uploads 
please get in contact with me at ( shorty4@gmx.at) and i will
delete the video immediately!!!",https://i.ytimg.com/vi/DZaWF1zqvG4/default.jpg,https://i.ytimg.com/vi/DZaWF1zqvG4/maxresdefault.jpg,1222,DZaWF1zqvG4
1208,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjQyMzJGMDU3MjZDNEQ3QjM=,2018-09-05T12:02:20.000Z,ayokay - Stay With Me (Official Audio) ft. Jeremy Zucker,"Listen to ""Stay With Me"" everywhere now: http://smarturl.it/InTheShapeOfADream 

Amazon: http://smarturl.it/InTheShapeOfADream/az
Apple Music: http://smarturl.it/InTheShapeOfADream/applemusic 
iTunes: http://smarturl.it/InTheShapeOfADream/itunes 
Spotify: http://smarturl.it/InTheShapeOfADream/spotify 
YouTube Music: http://smarturl.it/InTheShapeOfADream/youtubemusic 

Follow ayokay: 
http://everythingisayokay.com 
http://twitter.com/ayokay 
http://instagram.com/ayokay
http://facebook.com/everythingisayokay",https://i.ytimg.com/vi/uk3Gq8MKgTo/default.jpg,https://i.ytimg.com/vi/uk3Gq8MKgTo/maxresdefault.jpg,1223,uk3Gq8MKgTo
1209,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkEyQzIyOUJBNjZCRUJGN0I=,2018-09-05T07:56:36.000Z,Alexander Wren - Morning Light (Lyrics in CC),"Apeiron - Music for Infinity.
∞ Spotify: https://open.spotify.com/user/ApeironSound
∞ Instagram: https://www.instagram.com/ApeironSound

» Available at: 
iTunes: https://itunes.apple.com/album/id1149705934?ls=1&app=itunes
Spotify: https://open.spotify.com/track/3HEivepaMNxInXGhzZ8Pjg

» Follow Alexander Wren:
http://www.alexanderwren.com
https://www.facebook.com/Alexander-Wren-334054999969018/
https://twitter.com/alexander_wren
https://www.instagram.com/alexanderwren/
https://www.youtube.com/channel/UCyeq2sJkcQRwU5-CB6BbYKw

» Picture: Ivana Cajina
https://www.instagram.com/von.co

Activate ""notifications"" for Apeiron by pressing the bell besides the subscription button and never miss a song!

Lyrics for ""Alexander Wren - Morning Light"" can be found in the comments.
Alternatively, turn on captions (CC) and enjoy the lyrics on screen!

#ApeironSound",https://i.ytimg.com/vi/5WbAyFMmquk/default.jpg,https://i.ytimg.com/vi/5WbAyFMmquk/maxresdefault.jpg,1224,5WbAyFMmquk
1210,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkQ2MTI5NzA2QjY1NzEwRDk=,2018-09-05T06:06:22.000Z,Ivoden - Ascension,"Ascension ⬆️
Download: https://ivoden.bandcamp.com/track/ascension
🎧 Spotify Playlist: http://bit.ly/AmbientSpotify

💬 Excellence is an art won by training and habituation. We do not act rightly because we have virtue or excellence, but we rather have those because we have acted rightly. We are what we repeatedly do. Excellence, then, is not an act but a habit.
-Aristotle

🧡 Ivoden
https://soundcloud.com/ivodenofficial
https://twitter.com/Ivodenofficial
https://www.youtube.com/channel/UCbfxaFWnhkI1URfOTSm0-7A

Suggested track: https://youtu.be/Xwcp4Dt5g-Y

📷 Picture by Paolo Barretta
https://flic.kr/p/2a12HTn
 
🕊️ Follow AmbientMusicalGenre
https://soundcloud.com/ambientmusicalgenre
https://youtube.com/AmbientMusicalGenre
https://facebook.com/AmbientMusicalGenre
https://ambientmusicalgenre.bandcamp.com
https://vk.com/ambientmusicalgenre
https://twitter.com/AmbiiMG

🖤 Support AMG Records (AmbientMusicalGenre channel)
https://ambientmusicalgenre.bandcamp.com

Submit music: ambientmusicalgenre@gmail.com

❕ All music on AmbientMusicalGenre channel used for promotional reasons.
Any business offers, music and photo submissions, copyright issues: ambientmusicalgenre@gmail.com",https://i.ytimg.com/vi/aN0LO-W1jwY/default.jpg,https://i.ytimg.com/vi/aN0LO-W1jwY/maxresdefault.jpg,1225,aN0LO-W1jwY
1211,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkNGMzc1ODkzQjQxRUFFNkY=,2018-09-03T13:11:23.000Z,St. Paul & The Broken Bones - LivWithoutU (Audio),"Music video by St. Paul & The Broken Bones performing LivWithOutU (Audio). (C) 2018 RECORDS, LLC.

http://vevo.ly/J3hVSN",https://i.ytimg.com/vi/JwSfXDHIX_s/default.jpg,https://i.ytimg.com/vi/JwSfXDHIX_s/maxresdefault.jpg,1226,JwSfXDHIX_s
1212,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjExM0M2OUQ2QTJBRDY2NTY=,2018-09-02T12:35:13.000Z,Citizens - Strength and beauty | SleepMusic,"Song ""Strength and beauty"" by Citizens

▼ Join SleepMusic ▼

► https://www.instagram.com/sleepmusic_channel/
► https://twitter.com/SleepMusicYT
►https://www.facebook.com/SleepMusicYoutube
►https://www.tumblr.com/blog/sleepmusicchannel

▼ Lyrics ▼",https://i.ytimg.com/vi/AJNQjL2J-RU/default.jpg,https://i.ytimg.com/vi/AJNQjL2J-RU/maxresdefault.jpg,1227,AJNQjL2J-RU
1213,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjRBMTMzRkFEN0UwQURFMzE=,2018-09-02T03:59:53.000Z,St. Paul & The Broken Bones - Apollo (Official Video),"Music video by St. Paul & The Broken Bones performing Apollo.

New album “Young Sick Camellia” out September 7!
Pre-order / pre-save here: https://RED.lnk.to/YSCYD 

(C) 2018 RECORDS, LLC.

#StPaulAndTheBrokenBones #Apollo #Vevo",https://i.ytimg.com/vi/mHEPoG11EtE/default.jpg,https://i.ytimg.com/vi/mHEPoG11EtE/maxresdefault.jpg,1228,mHEPoG11EtE
1214,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjVDM0FDNzlFMzEzQUIwMEE=,2018-09-01T12:37:09.000Z,Dermot Kennedy - Moments Passed | A COLORS SHOW,"Irish singer/songwriter Dermot Kennedy treats us to a powerful and heartfelt performance of his standout single “Moments Passed”.

Follow Dermot:
▶ Spotify: https://spoti.fi/2ISVkKW
▶ Facebook: https://www.facebook.com/dermotkennedymusic
▶ Instagram: https://www.instagram.com/dermotkennedy
—
Follow COLORS:
▶ Spotify: https://spoti.fi/2IYeBrp
▶ Facebook: https://facebook.com/colorsxstudios
▶ Instagram: https://instagr.am/colorsxstudios
▶ Twitter: https://twitter.com/colorsxstudios",https://i.ytimg.com/vi/rK6aMP-c8Gs/default.jpg,https://i.ytimg.com/vi/rK6aMP-c8Gs/maxresdefault.jpg,1229,rK6aMP-c8Gs
1215,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjY4MzRDMzA0REQzN0M5OEI=,2018-09-01T04:30:56.000Z,Nicholas Roberts - I Shouldn't Feel | Sofar Gainesville,"Nicholas Roberts performing ""I Shouldn't Feel"" at Sofar Gainesville on July 31st, 2018
Sofar puts on hundreds of intimate shows each month around the world. Find an upcoming date in your city: http://bit.ly/findasofar
For a new gig every day, along with playlists, features and more, subscribe to Sofar here: http://bit.ly/SubscribeToSofar

Find us on Facebook and Twitter for more information -
http://www.facebook.com/sofarsounds
http://twitter.com/Sofarsounds
https://www.facebook.com/SofarSoundsGainesville/
http://instagram.com/SofarGainesville/

Artist: Nicholas Roberts
http://www.nicholasrobertsmusic.com/
https://www.facebook.com/nicholasrobertsmusic
https://www.instagram.com/nicholasrobertsmusic/

Filmed by: OKAY GOOD Media https://www.facebook.com/OKAYGOODMEDIA/

Edited by: Brandon Telg https://www.brandontelg.com/

Audio by: Supermoon Sound/Jacob Adams https://www.facebook.com/supermoonsound/

Audio Mixed by: Mike Dorsey",https://i.ytimg.com/vi/oPH3ZoYVr5I/default.jpg,https://i.ytimg.com/vi/oPH3ZoYVr5I/maxresdefault.jpg,1230,oPH3ZoYVr5I
1216,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjJBQzI2ODYxOTBBRDkxNkI=,2018-09-01T04:24:57.000Z,Mufaya - Dark Ascension,"Dark Ascension ⚫
Stream: https://soundcloud.com/mufaya/mufaya-dark-ascension
🎧 Spotify Playlist: http://bit.ly/AmbientSpotify

💬 A dreamer is one who can only find his way by moonlight, and his punishment is that he sees the dawn before the rest of the world.
-Oscar Wilde

🧡 Mufaya
https://soundcloud.com/mufaya
https://www.facebook.com/yavuzselim.yorulmaz.7
https://twitter.com/mufaya13
https://www.youtube.com/channel/UCs2LV0ZL1u8AhimGxEqpc4Q
https://open.spotify.com/artist/09L3wZcAyckFp0dpUpDcZp?si=_N1NxHlgTLWauv8Vksd-fQ
https://www.instagram.com/mufaya13/

Suggested track: https://youtu.be/HogZB4cPmK4

📷 Picture by Nick Scheerbart
https://unsplash.com/photos/soGoAfesWO8
 
🕊️ Follow AmbientMusicalGenre
https://soundcloud.com/ambientmusicalgenre
https://youtube.com/AmbientMusicalGenre
https://facebook.com/AmbientMusicalGenre
https://ambientmusicalgenre.bandcamp.com
https://vk.com/ambientmusicalgenre
https://twitter.com/AmbiiMG

🖤 Support AMG Records (AmbientMusicalGenre channel)
https://ambientmusicalgenre.bandcamp.com

Submit music: ambientmusicalgenre@gmail.com

❕ All music on AmbientMusicalGenre channel used for promotional reasons.
Any business offers, music and photo submissions, copyright issues: ambientmusicalgenre@gmail.com",https://i.ytimg.com/vi/1daJIIvWlM0/default.jpg,https://i.ytimg.com/vi/1daJIIvWlM0/maxresdefault.jpg,1231,1daJIIvWlM0
1217,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjhENDkwRjMxRDI1QjQwRTM=,2018-08-31T05:42:20.000Z,Rhye - Please | Mahogany Session,"SUBSCRIBE TO CHANNEL: https://mhgny.lnk.to/subscribeID
STREAM ON SPOTIFY: https://mhgny.lnk.to/Spotify
LISTEN ON APPLE MUSIC: https://mhgny.lnk.to/applemusic

Rhye returns to the Mahogany Sessions with an elegant and intricate performance of 'Please' in a vintage globe makers workshop 

Since 2010, Mahogany Sessions have been bringing millions of people around the world closer to the artists they love. Incredibly intimate musical moments from the likes of James Bay, Bastille, Hozier, Birdy, Leon Bridges, Jacob Banks, JP Cooper, Rag’n’Bone Man, Gavin James and hundreds more. Subscribe to make sure you never miss out on discovering incredible music.

Submit your own music to Mahogany Sessions: https://mhgny.lnk.to/submit

Mahogany Sessions can be enjoyed on YouTube, streamed on Spotify and downloaded on Apple Music.

Instagram: https://mhgny.lnk.to/Instagram
Facebook: https://mhgny.lnk.to/Facebook
Messenger: https://mhgny.lnk.to/fbmsngr
Website: https://mhgny.lnk.to/hmepge
SUBSCRIBE: https://mhgny.lnk.to/subscribeID  
STREAM/DOWNLOAD: https://mhgny.lnk.to/sessions

Find out more from Rhye:
Website: http://www.rhyemusic.com/
Facebook: https://www.facebook.com/RhyeMusic/
Twitter: https://twitter.com/rhyemusic
Instagram: https://www.instagram.com/rhye/
YouTube: https://www.youtube.com/user/rhyemusic
Spotify: https://open.spotify.com/artist/2AcUPzkVWo81vumdzeLLRN

#MahoganySessions",https://i.ytimg.com/vi/7-Vgkyc6MTk/default.jpg,https://i.ytimg.com/vi/7-Vgkyc6MTk/maxresdefault.jpg,1232,7-Vgkyc6MTk
1218,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjJEODhDMTdDQzA1RUQzMDc=,2018-08-30T04:52:18.000Z,Hollow Coves - Home (Acoustic Session),"Follow us: 
Facebook - https://www.facebook.com/HollowCoves
Twitter - https://twitter.com/HollowCoves
Instagram - https://www.instagram.com/hollowcoves/

'Home' l From Wanderlust EP

Stream / Download 'Home' -
Apple Music: https://itunes.apple.com/ca/album/home/1211500954?i=1211501252
Spotify: https://open.spotify.com/track/4fPQ3n56NbnONBtlaPMa82
Amazon: https://www.amazon.com/dp/B06XDG6QZF/ref=dm_ws_tlw_trk5
Google Play: https://goo.gl/4kzN6H

Directed and shot by Greg McCahon 
http://gregmccahon.com

Sound recordist and audio post by Alexander Bradley 
http://www.alexanderbradleysound.com",https://i.ytimg.com/vi/rvMOBG8_Stc/default.jpg,https://i.ytimg.com/vi/rvMOBG8_Stc/maxresdefault.jpg,1233,rvMOBG8_Stc
1219,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkYwQThFNzY2MDAzMkNDQjM=,2018-08-30T04:47:52.000Z,Evgeny Grinko - Carousel,"We share post-rock songs, albums and playlists.
Artist: Evgeny Grinko (Russia)
Album: Tiny Mouse Tales (2018)
https://soundcloud.com/evgeny-grinko/sets/tiny-mouse-tales",https://i.ytimg.com/vi/wumGsbcpijw/default.jpg,https://i.ytimg.com/vi/wumGsbcpijw/maxresdefault.jpg,1234,wumGsbcpijw
1220,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkNBQzc4OTVCOTk0Q0E3NjI=,2018-08-30T03:35:26.000Z,Young Ritual - Prime,"♪ Sharing the alternative way of music 

Subscribe here :

http://bit.ly/2rA8T9P

♪ Become a fan of Young Ritual :

https://www.facebook.com/YoungRitual/
https://twitter.com/youngritual
https://www.instagram.com/youngritualmusic/

♪ Join The Alternative Way :

https://www.facebook.com/The-Alternat...
https://soundcloud.com/sleissen1
https://open.spotify.com/user/hg3bhqo349f4vf7zfk46g5eno?si=R74io42MQrS2bkcnhG6yQQ

♪ Picture by Kylo :

https://unsplash.com/@kylo8

If any producer or label has an issue with any of the uploads 
please get in contact with me at ( shorty4@gmx.at) and i will
delete the video immediately!!!",https://i.ytimg.com/vi/wmOQ2p-dUwI/default.jpg,https://i.ytimg.com/vi/wmOQ2p-dUwI/maxresdefault.jpg,1235,wmOQ2p-dUwI
1221,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjg0NjFEMjQ5QUJFNjBCQUM=,2018-08-30T03:20:24.000Z,Emiliana Prčik - Caminante,"Emiliana Prčik is a young argentinian pianist and composer based in Buenos Aires. 

Follow@
https://www.youtube.com/user/EmilianaPrcik
https://www.facebook.com/emilianamusica/
https://soundcloud.com/emilianaprcik

Photography by Jonas Kaiser
https://unsplash.com/@kaiser1310",https://i.ytimg.com/vi/yJf8En4xiEw/default.jpg,https://i.ytimg.com/vi/yJf8En4xiEw/maxresdefault.jpg,1236,yJf8En4xiEw
1222,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkYxMEQzRjBDOTc2OTc3NkU=,2018-08-30T03:13:32.000Z,Engvall - Rainy Nights,"Rainy Nights 💧
Stream & Download: https://soundcloud.com/kaleb-engvall/rainy-nights
🎧 Spotify Playlist: http://bit.ly/AmbientSpotify

💬 Any landscape is a condition of the spirit.
-Henri Frederic Amiel

🧡 Engvall
https://soundcloud.com/kaleb-engvall
https://www.facebook.com/engvallmusic
https://open.spotify.com/artist/3tbO110WhSh45JrDZxHk96
https://www.youtube.com/user/kalebengofficial

Suggested track: https://youtu.be/wMWRUQwmxlI

📷 Picture by Loren Gu
https://unsplash.com/photos/_bT-oNYP5Wk
 
🕊️ Follow AmbientMusicalGenre
https://soundcloud.com/ambientmusicalgenre
https://youtube.com/AmbientMusicalGenre
https://facebook.com/AmbientMusicalGenre
https://ambientmusicalgenre.bandcamp.com
https://vk.com/ambientmusicalgenre
https://twitter.com/AmbiiMG

🖤 Support AMG Records (AmbientMusicalGenre channel)
https://ambientmusicalgenre.bandcamp.com

Submit music: ambientmusicalgenre@gmail.com

❕ All music on AmbientMusicalGenre channel used for promotional reasons.
Any business offers, music and photo submissions, copyright issues: ambientmusicalgenre@gmail.com",https://i.ytimg.com/vi/R0eV3hXXhgg/default.jpg,https://i.ytimg.com/vi/R0eV3hXXhgg/maxresdefault.jpg,1237,R0eV3hXXhgg
1223,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkE2NzQwMDY0MzgxODVFMUE=,2018-08-29T08:18:16.000Z,Tom Odell - Half As Good As You (Official Video) ft. Alice Merton,"Tom Odell - Half As Good As You (feat. Alice Merton) [Official Video]
Get the new album 'Jubilee Road' here: http://smarturl.it/JubileeRoadYT
Listen to/download 'Half As Good As You' here: http://smarturl.it/TomHAGAY?IQid=yt

Directed by Sophie Littman

Sign up to Tom's newsletter: http://smarturl.it/TomOdellEmail?IQid=yt

---------

Follow Tom Odell:
Facebook: https://www.facebook.com/TomOdellmusic
Twitter: https://twitter.com/tompeterodell
Instagram: https://www.instagram.com/tompeterodell
Website: https://www.tomodell.com/

--------- 

Lyrics: 

I’m sick to death of eating breakfast on my own,
starting out my daily blues.
I’m sick to death of spilling coffee on my phone,
scrolling through pictures of you.
I’d like to say that maybe we could work it out,
but I know that it’s no use,

If I ever find anyone
half as good as you,
I think maybe that would do.

I kissed a stranger in the hallway late last night,
he was wearing purple shoes
I asked him when he kissed me
could he close his eyes,
and he just looked at me confused.
And people say my expectations are too high.
But I’m not asking for the moon,

If I ever find anyone,
half as good as you,
I think maybe that would do.
If I ever find anyone
half as good as you,
Alice: I think maybe that would do.

Oh I’m so sick of laying here
I’m so sick of counting tears
Comparing everyone to you
Oh I’m so sick of waiting here
It’s so frustrating
My suspicions are you’re laying there
And think it of me too

I learnt the lyrics yesterday to all your songs,
there was one I couldn’t do.
I think the lyric went
You’ll miss me when I’m gone.
But the chords I was confused
I’d ask you round and you could tell me where I’m wrong
but then I know you’d just refuse.

If I ever find anyone
Half as good as you
I think maybe that would do
If I ever find anyone
Half as good as you
I think maybe that would do

#TomOdell #HalfAsGoodAsYou #Vevo",https://i.ytimg.com/vi/_5pSQGk9BXQ/default.jpg,https://i.ytimg.com/vi/_5pSQGk9BXQ/maxresdefault.jpg,1238,_5pSQGk9BXQ
